user_id,segment,reward_amount,avg_session_time,retention_30d,reward_dependency_score
17621,genuine_gamer,2.28,49.97,1,25
17622,casual_user,12.42,47.23,1,58
17623,reward_hunter,18.03,2.11,1,77
17624,reward_hunter,11.99,12.59,0,70
17625,casual_user,13.67,56.33,1,55
17626,casual_user,9.42,24.34,1,61
17627,casual_user,5.88,10.89,1,66
17628,casual_user,11.36,43.27,0,51
17629,casual_user,12.73,28.78,1,68
17630,reward_hunter,27.05,19.85,0,82
17631,casual_user,11.89,10.36,0,50
17632,casual_user,12.02,28.84,0,65
17633,casual_user,11.73,36.56,0,56
17634,casual_user,12.02,22.2,0,55
17635,casual_user,8.32,26.61,1,57
17636,casual_user,14.69,11.38,1,60
17637,genuine_gamer,9.91,92.73,1,35
17638,genuine_gamer,6.88,101.06,1,27
17639,casual_user,8.95,45.94,0,59
17640,reward_hunter,21.63,18.85,0,84
17641,genuine_gamer,9.75,84.41,1,19
17642,casual_user,5.47,15.18,0,45
17643,genuine_gamer,7.89,70.14,1,11
17644,genuine_gamer,9.54,47.35,1,37
17645,reward_hunter,20.53,11.35,1,97
17646,reward_hunter,18.75,19.62,0,75
17647,genuine_gamer,4.85,65.65,0,29
17648,casual_user,14.49,10.44,0,49
17649,genuine_gamer,3.09,47.48,1,19
17650,reward_hunter,17.7,5.92,0,78
17651,genuine_gamer,7.48,82.96,1,36
17652,genuine_gamer,5.1,47.69,1,38
17653,casual_user,13.12,11.79,1,61
17654,reward_hunter,10.13,3.54,0,79
17655,genuine_gamer,8.98,112.3,1,16
17656,casual_user,6.58,24.93,0,46
17657,genuine_gamer,3.8,114.82,1,19
17658,reward_hunter,29.5,14.06,1,99
17659,genuine_gamer,8.84,105.48,1,20
17660,reward_hunter,26.48,15.83,0,93
17661,casual_user,13.4,31.76,1,67
17662,casual_user,5.11,52.98,1,59
17663,reward_hunter,13.21,6.27,0,84
17664,reward_hunter,16.88,13.45,0,73
17665,casual_user,11.68,36.1,1,45
17666,genuine_gamer,9.66,106.83,0,19
17667,casual_user,7.62,46.49,0,60
17668,casual_user,14.92,23.62,0,49
17669,casual_user,5.67,25.08,1,57
17670,casual_user,8.42,51.95,1,40
17671,genuine_gamer,3.53,56.19,1,32
17672,casual_user,12.12,45.43,1,43
17673,casual_user,13.25,14.09,1,56
17674,genuine_gamer,5.59,59.1,1,33
17675,casual_user,8.67,26.02,1,61
17676,casual_user,14.59,17.96,1,42
17677,casual_user,9.57,50.17,1,52
17678,genuine_gamer,7.46,55.09,0,32
17679,casual_user,8.66,10.62,0,69
17680,genuine_gamer,5.86,56.91,0,37
17681,casual_user,7.95,31.07,1,42
17682,reward_hunter,20.99,15.83,1,81
17683,casual_user,11.89,49.57,1,63
17684,genuine_gamer,7.31,37.31,1,37
17685,casual_user,6.13,32.16,1,68
17686,reward_hunter,12.78,3.39,1,84
17687,genuine_gamer,9.31,50.53,1,39
17688,reward_hunter,14.95,8.16,1,95
17689,casual_user,7.77,44.88,1,69
17690,reward_hunter,13.02,17.64,0,71
17691,genuine_gamer,4.01,119.91,1,39
17692,genuine_gamer,2.14,86.72,1,18
17693,reward_hunter,26.49,5.71,1,99
17694,genuine_gamer,7.23,44.76,0,14
17695,genuine_gamer,8.35,91.2,1,13
17696,casual_user,13.94,36.09,0,67
17697,genuine_gamer,8.36,68.75,1,39
17698,reward_hunter,21.31,11.52,0,85
17699,casual_user,7.56,43.78,1,53
17700,reward_hunter,13.29,12.01,0,98
17701,reward_hunter,11.72,16.07,0,82
17702,genuine_gamer,4.56,108.85,1,27
17703,genuine_gamer,6.33,84.47,1,16
17704,reward_hunter,19.92,8.21,0,81
17705,casual_user,11.34,47.52,1,50
17706,reward_hunter,12.58,13.66,1,82
17707,casual_user,5.8,29.87,1,46
17708,genuine_gamer,2.57,45.39,0,30
17709,reward_hunter,10.29,7.78,1,74
17710,genuine_gamer,2.93,108.16,1,33
17711,genuine_gamer,8.51,36.41,1,31
17712,casual_user,13.6,56.04,1,51
17713,reward_hunter,23.7,7.56,0,85
17714,casual_user,11.73,36.37,0,43
17715,genuine_gamer,7.02,106.16,1,36
17716,genuine_gamer,6.39,106.22,1,25
17717,genuine_gamer,6.25,42.98,1,34
17718,genuine_gamer,4.72,110.34,1,37
17719,genuine_gamer,8.24,33.8,1,17
17720,casual_user,11.56,25.08,1,65
17721,reward_hunter,27.91,5.96,0,76
17722,genuine_gamer,6.66,63.32,0,12
17723,genuine_gamer,8.96,118.09,1,26
17724,reward_hunter,15.74,18.47,0,88
17725,casual_user,10.23,50.43,1,53
17726,reward_hunter,28.85,8.96,0,72
17727,genuine_gamer,8.66,44.41,1,39
17728,genuine_gamer,5.88,44.42,1,25
17729,casual_user,9.8,49.71,0,57
17730,casual_user,9.81,15.19,0,64
17731,casual_user,9.71,18.61,1,52
17732,casual_user,7.11,50.09,0,44
17733,genuine_gamer,9.75,52.61,1,10
17734,casual_user,7.96,18.46,0,49
17735,casual_user,8.32,33.58,0,45
17736,casual_user,10.84,33.36,0,65
17737,casual_user,6.45,57.89,1,46
17738,casual_user,7.89,26.36,0,65
17739,genuine_gamer,5.09,69.13,1,27
17740,genuine_gamer,3.52,63.34,1,13
17741,casual_user,8.15,45.97,0,59
17742,genuine_gamer,8.89,54.77,1,14
17743,casual_user,12.48,28.84,1,48
17744,reward_hunter,19.5,5.92,1,76
17745,genuine_gamer,6.4,118.62,1,30
17746,genuine_gamer,9.87,44.92,1,32
17747,reward_hunter,22.97,19.04,1,77
17748,genuine_gamer,3.16,42.31,0,29
17749,genuine_gamer,4.22,107.44,0,13
17750,genuine_gamer,9.16,41.52,1,18
17751,casual_user,5.58,56.95,0,42
17752,genuine_gamer,9.08,63.76,1,35
17753,casual_user,9.73,54.99,1,60
17754,casual_user,14.54,31.29,1,41
17755,genuine_gamer,6.26,72.24,1,32
17756,genuine_gamer,9.92,60.0,1,26
17757,casual_user,6.2,33.59,1,65
17758,casual_user,12.68,20.54,1,48
17759,genuine_gamer,5.27,65.33,1,15
17760,genuine_gamer,3.93,39.47,1,24
17761,casual_user,6.64,17.18,0,40
17762,reward_hunter,15.39,11.06,0,94
17763,genuine_gamer,7.04,58.39,1,31
17764,casual_user,9.05,47.59,1,66
17765,genuine_gamer,4.62,33.1,1,38
17766,genuine_gamer,8.64,83.13,1,20
17767,genuine_gamer,8.92,80.54,0,10
17768,reward_hunter,21.8,14.89,0,87
17769,casual_user,11.98,45.1,0,65
17770,reward_hunter,27.96,6.13,1,81
17771,casual_user,9.59,23.38,0,68
17772,reward_hunter,22.64,13.89,1,98
17773,genuine_gamer,4.99,116.08,1,34
17774,genuine_gamer,8.49,91.07,1,24
17775,reward_hunter,11.51,19.09,1,72
17776,casual_user,11.67,42.63,1,51
17777,reward_hunter,19.27,7.72,0,90
17778,genuine_gamer,5.23,62.43,1,36
17779,genuine_gamer,2.75,74.49,1,28
17780,casual_user,5.48,39.96,1,62
17781,genuine_gamer,6.72,48.39,1,17
17782,casual_user,14.92,23.56,0,52
17783,casual_user,13.05,26.34,0,65
17784,genuine_gamer,5.06,58.84,1,15
17785,genuine_gamer,9.05,38.25,1,32
17786,genuine_gamer,9.61,113.12,1,30
17787,genuine_gamer,9.29,74.95,1,12
17788,casual_user,11.04,51.41,0,44
17789,genuine_gamer,8.78,40.17,0,27
17790,genuine_gamer,7.97,88.17,1,32
17791,reward_hunter,23.81,5.72,0,79
17792,casual_user,6.3,12.08,0,68
17793,genuine_gamer,2.49,94.69,1,17
17794,casual_user,5.4,12.58,1,43
17795,reward_hunter,21.44,18.71,0,89
17796,genuine_gamer,7.8,80.91,1,25
17797,casual_user,10.47,55.1,0,51
17798,casual_user,7.77,22.34,0,58
17799,genuine_gamer,6.71,103.92,1,27
17800,reward_hunter,11.83,7.7,1,85
17801,reward_hunter,29.5,4.68,0,94
17802,reward_hunter,17.62,2.19,1,93
17803,genuine_gamer,4.48,43.69,0,23
17804,genuine_gamer,6.59,96.84,0,24
17805,reward_hunter,14.63,7.01,1,77
17806,casual_user,14.23,31.6,1,45
17807,genuine_gamer,5.64,40.78,0,30
17808,casual_user,11.46,51.1,0,60
17809,genuine_gamer,2.59,71.91,1,31
17810,genuine_gamer,9.22,48.56,1,23
17811,reward_hunter,27.17,7.69,0,90
17812,genuine_gamer,2.03,44.02,0,25
17813,genuine_gamer,6.64,51.99,1,37
17814,genuine_gamer,4.75,45.15,1,34
17815,casual_user,11.99,58.89,0,69
17816,genuine_gamer,7.34,79.47,1,17
17817,casual_user,12.44,26.38,1,41
17818,casual_user,6.39,39.77,0,40
17819,reward_hunter,29.26,5.56,0,87
17820,genuine_gamer,6.07,85.92,1,13
17821,reward_hunter,12.25,19.99,0,89
17822,genuine_gamer,3.42,33.41,1,14
17823,casual_user,13.71,41.65,1,67
17824,casual_user,6.16,15.39,1,55
17825,genuine_gamer,5.26,70.57,1,26
17826,casual_user,7.0,41.94,1,65
17827,genuine_gamer,8.18,72.11,1,13
17828,genuine_gamer,2.61,54.91,0,26
17829,genuine_gamer,4.02,107.89,0,33
17830,casual_user,7.88,23.28,0,60
17831,genuine_gamer,4.74,74.09,1,25
17832,genuine_gamer,3.88,91.07,1,37
17833,genuine_gamer,5.68,61.82,0,15
17834,casual_user,13.34,48.1,1,68
17835,casual_user,7.45,43.15,0,62
17836,genuine_gamer,9.15,58.98,1,39
17837,genuine_gamer,2.95,61.13,1,15
17838,casual_user,11.32,39.33,1,60
17839,reward_hunter,18.89,3.17,0,73
17840,casual_user,11.03,55.85,1,52
17841,reward_hunter,17.11,8.65,1,93
17842,genuine_gamer,7.96,60.94,1,17
17843,reward_hunter,26.93,14.17,1,97
17844,genuine_gamer,8.6,85.09,1,18
17845,reward_hunter,24.95,15.06,0,78
17846,genuine_gamer,5.29,102.29,1,36
17847,casual_user,8.16,51.97,1,66
17848,genuine_gamer,2.81,86.66,1,11
17849,genuine_gamer,2.7,32.64,1,38
17850,reward_hunter,15.69,2.91,0,90
17851,casual_user,9.54,15.44,0,64
17852,reward_hunter,13.61,11.38,0,96
17853,casual_user,8.44,35.7,0,56
17854,casual_user,8.92,56.5,0,60
17855,genuine_gamer,3.42,73.14,1,23
17856,reward_hunter,25.95,17.07,1,95
17857,casual_user,7.12,17.53,0,51
17858,casual_user,10.03,57.49,0,67
17859,casual_user,6.24,37.39,1,53
17860,casual_user,7.04,41.1,1,68
17861,reward_hunter,21.51,10.43,0,81
17862,genuine_gamer,6.95,83.89,0,23
17863,genuine_gamer,3.74,88.26,1,31
17864,genuine_gamer,7.96,98.67,1,33
17865,reward_hunter,13.88,9.19,1,93
17866,genuine_gamer,6.66,87.84,1,14
17867,genuine_gamer,7.67,75.27,1,26
17868,genuine_gamer,5.88,38.17,1,21
17869,casual_user,5.6,19.57,0,47
17870,casual_user,7.49,55.28,1,59
17871,genuine_gamer,4.92,91.95,1,17
17872,reward_hunter,17.83,2.32,0,96
17873,reward_hunter,17.26,5.79,0,84
17874,genuine_gamer,2.16,96.86,0,33
17875,casual_user,12.24,46.26,1,61
17876,casual_user,11.12,57.39,0,57
17877,genuine_gamer,9.79,84.68,1,11
17878,genuine_gamer,3.35,89.51,1,33
17879,casual_user,11.32,41.38,0,44
17880,casual_user,12.57,20.07,1,53
17881,genuine_gamer,9.4,107.07,1,21
17882,reward_hunter,25.75,14.0,1,79
17883,casual_user,8.99,49.2,0,59
17884,casual_user,6.23,17.43,1,61
17885,genuine_gamer,8.75,91.54,1,10
17886,casual_user,5.19,30.41,0,45
17887,genuine_gamer,9.85,51.86,0,22
17888,casual_user,5.72,51.41,0,59
17889,reward_hunter,15.91,2.63,0,74
17890,reward_hunter,12.21,19.57,1,71
17891,genuine_gamer,2.33,76.75,1,17
17892,casual_user,9.07,32.14,1,63
17893,reward_hunter,16.66,11.25,0,91
17894,casual_user,12.32,15.39,0,50
17895,genuine_gamer,2.06,82.61,1,12
17896,casual_user,13.26,55.52,1,40
17897,genuine_gamer,2.43,33.34,1,33
17898,reward_hunter,26.4,11.71,0,71
17899,casual_user,12.54,59.59,0,64
17900,genuine_gamer,7.46,36.45,1,36
17901,genuine_gamer,3.78,74.28,1,36
17902,genuine_gamer,9.17,94.78,1,34
17903,reward_hunter,13.37,3.32,0,75
17904,genuine_gamer,2.62,71.79,1,12
17905,casual_user,6.61,12.07,0,59
17906,reward_hunter,22.03,11.5,1,77
17907,genuine_gamer,6.31,57.31,1,28
17908,casual_user,11.58,47.91,1,56
17909,casual_user,14.19,58.41,0,41
17910,casual_user,14.96,59.66,1,44
17911,genuine_gamer,8.37,66.09,1,14
17912,genuine_gamer,8.27,74.17,1,38
17913,casual_user,6.21,21.37,0,62
17914,reward_hunter,24.17,12.11,0,88
17915,genuine_gamer,7.31,116.03,1,32
17916,genuine_gamer,4.08,84.45,1,10
17917,genuine_gamer,4.42,42.52,1,20
17918,reward_hunter,23.04,8.51,0,70
17919,genuine_gamer,3.37,95.1,1,18
17920,reward_hunter,22.25,19.1,0,84
17921,genuine_gamer,4.13,119.55,1,32
17922,reward_hunter,17.05,12.12,0,83
17923,casual_user,7.49,45.13,1,50
17924,casual_user,10.92,36.45,1,61
17925,genuine_gamer,8.93,107.5,1,26
17926,reward_hunter,10.59,17.86,0,82
17927,genuine_gamer,3.68,30.54,1,19
17928,genuine_gamer,7.92,50.38,1,24
17929,genuine_gamer,3.39,108.21,1,32
17930,reward_hunter,14.73,13.23,0,73
17931,reward_hunter,14.82,17.45,0,71
17932,casual_user,11.25,13.57,0,51
17933,casual_user,8.02,11.62,1,42
17934,genuine_gamer,3.05,41.64,1,33
17935,reward_hunter,13.9,10.84,1,74
17936,reward_hunter,20.2,18.42,0,79
17937,casual_user,5.42,17.66,1,60
17938,casual_user,5.78,47.44,1,43
17939,reward_hunter,13.29,11.36,0,79
17940,reward_hunter,11.63,16.2,0,98
17941,casual_user,13.64,57.98,1,54
17942,genuine_gamer,4.74,51.21,1,24
17943,casual_user,13.95,18.93,1,61
17944,casual_user,14.85,16.39,1,68
17945,genuine_gamer,4.65,61.57,1,34
17946,genuine_gamer,4.27,97.7,1,31
17947,casual_user,10.51,13.26,1,41
17948,casual_user,13.8,36.66,0,58
17949,casual_user,13.9,54.53,0,59
17950,genuine_gamer,7.01,98.81,0,12
17951,reward_hunter,29.86,5.31,0,83
17952,casual_user,9.24,41.66,1,50
17953,genuine_gamer,3.27,81.13,1,35
17954,genuine_gamer,6.44,76.38,1,22
17955,reward_hunter,20.29,15.74,0,93
17956,reward_hunter,23.6,16.75,1,92
17957,genuine_gamer,8.96,54.23,1,14
17958,reward_hunter,27.02,17.42,0,86
17959,genuine_gamer,5.89,94.13,1,16
17960,reward_hunter,10.19,4.1,0,81
17961,genuine_gamer,6.69,114.69,0,34
17962,genuine_gamer,2.85,94.01,0,29
17963,casual_user,14.11,36.03,1,64
17964,genuine_gamer,5.49,87.09,1,28
17965,casual_user,14.37,46.2,1,55
17966,reward_hunter,20.46,2.47,0,81
17967,reward_hunter,13.43,14.69,0,78
17968,casual_user,14.78,56.21,1,43
17969,casual_user,6.26,41.38,1,65
17970,genuine_gamer,9.09,57.77,1,12
17971,genuine_gamer,4.97,48.35,1,27
17972,casual_user,11.95,33.71,1,66
17973,genuine_gamer,8.57,99.66,1,17
17974,casual_user,13.94,30.49,1,65
17975,casual_user,7.55,33.63,0,63
17976,genuine_gamer,4.1,37.79,1,26
17977,casual_user,10.06,13.75,0,49
17978,genuine_gamer,8.2,43.17,0,14
17979,casual_user,8.31,46.12,0,49
17980,reward_hunter,24.98,7.11,1,72
17981,casual_user,13.35,47.55,0,47
17982,genuine_gamer,6.33,38.77,0,33
17983,casual_user,6.24,59.61,1,44
17984,genuine_gamer,4.1,57.8,1,24
17985,casual_user,7.9,37.45,1,62
17986,casual_user,13.72,23.58,1,46
17987,casual_user,5.53,23.34,0,51
17988,reward_hunter,26.29,3.71,0,97
17989,casual_user,12.55,43.3,0,69
17990,genuine_gamer,4.09,89.11,1,30
17991,genuine_gamer,2.51,70.22,1,36
17992,reward_hunter,28.31,17.64,0,88
17993,genuine_gamer,8.23,37.42,1,31
17994,casual_user,10.77,40.93,0,57
17995,casual_user,11.81,34.15,0,41
17996,casual_user,6.69,26.69,0,69
17997,reward_hunter,28.23,14.78,0,92
17998,casual_user,10.16,48.63,1,42
17999,casual_user,7.82,35.1,1,56
18000,reward_hunter,20.78,4.86,0,87
18001,casual_user,14.6,11.54,0,47
18002,casual_user,7.34,52.15,1,57
18003,casual_user,12.36,51.34,1,40
18004,casual_user,12.64,36.79,0,46
18005,reward_hunter,14.62,4.12,0,82
18006,genuine_gamer,3.46,89.2,1,37
18007,genuine_gamer,4.74,46.08,1,19
18008,reward_hunter,14.24,18.21,1,76
18009,casual_user,10.79,51.71,0,51
18010,genuine_gamer,3.17,118.88,0,18
18011,casual_user,11.05,51.7,1,50
18012,reward_hunter,11.33,13.24,0,87
18013,reward_hunter,18.49,7.99,1,92
18014,casual_user,6.46,36.74,1,57
18015,genuine_gamer,8.72,94.69,1,38
18016,reward_hunter,11.95,8.04,0,97
18017,casual_user,10.18,56.21,0,42
18018,reward_hunter,29.01,12.12,0,86
18019,genuine_gamer,7.71,70.28,1,36
18020,genuine_gamer,5.33,50.4,1,35
18021,casual_user,9.77,54.2,1,46
18022,genuine_gamer,7.91,60.97,0,12
18023,casual_user,8.92,33.3,1,50
18024,reward_hunter,14.75,8.62,0,75
18025,casual_user,6.38,58.33,1,61
18026,reward_hunter,29.51,14.66,0,83
18027,casual_user,6.15,13.62,1,46
18028,reward_hunter,22.29,15.11,0,70
18029,reward_hunter,21.01,6.5,0,75
18030,casual_user,8.93,48.74,1,45
18031,casual_user,13.55,33.85,0,49
18032,casual_user,5.07,47.32,0,45
18033,casual_user,7.12,30.03,1,43
18034,genuine_gamer,3.34,61.76,1,22
18035,reward_hunter,15.22,16.53,0,98
18036,reward_hunter,23.8,14.73,1,81
18037,casual_user,6.71,12.82,0,67
18038,casual_user,6.27,31.81,1,69
18039,casual_user,11.72,48.06,1,55
18040,casual_user,7.78,20.86,0,64
18041,casual_user,5.67,27.87,0,52
18042,reward_hunter,17.85,16.86,0,88
18043,casual_user,10.86,35.88,0,67
18044,genuine_gamer,3.98,42.92,1,16
18045,reward_hunter,17.77,14.99,0,85
18046,casual_user,13.97,11.69,0,46
18047,reward_hunter,16.89,14.15,0,87
18048,genuine_gamer,3.56,81.61,1,19
18049,genuine_gamer,3.01,91.54,1,16
18050,reward_hunter,28.49,11.58,1,91
18051,genuine_gamer,9.03,113.25,1,11
18052,reward_hunter,25.51,7.0,0,94
18053,reward_hunter,26.95,9.5,0,86
18054,casual_user,14.4,38.0,0,65
18055,genuine_gamer,7.74,111.43,1,16
18056,casual_user,8.78,26.04,0,65
18057,reward_hunter,18.65,17.61,0,82
18058,casual_user,8.15,22.34,0,68
18059,casual_user,5.13,48.14,0,55
18060,casual_user,8.02,48.94,1,41
18061,genuine_gamer,5.74,53.26,1,10
18062,reward_hunter,11.37,17.8,1,73
18063,reward_hunter,13.7,10.02,0,91
18064,reward_hunter,15.97,5.54,1,71
18065,casual_user,8.22,16.67,0,43
18066,reward_hunter,12.36,13.34,0,74
18067,genuine_gamer,9.92,110.11,1,32
18068,casual_user,14.1,55.26,0,49
18069,casual_user,14.45,55.9,0,47
18070,reward_hunter,11.71,15.13,0,82
18071,reward_hunter,28.3,15.67,1,88
18072,reward_hunter,14.74,6.55,0,97
18073,reward_hunter,29.2,2.15,1,71
18074,reward_hunter,26.05,2.57,0,92
18075,genuine_gamer,4.73,32.44,1,27
18076,reward_hunter,12.72,14.93,1,90
18077,casual_user,9.66,30.89,0,43
18078,genuine_gamer,4.12,42.34,1,30
18079,genuine_gamer,3.14,47.73,1,23
18080,casual_user,9.75,47.67,1,54
18081,genuine_gamer,7.87,68.26,1,29
18082,casual_user,10.88,14.31,1,61
18083,casual_user,10.06,48.35,1,69
18084,reward_hunter,12.93,19.64,0,70
18085,reward_hunter,27.43,11.48,0,85
18086,casual_user,7.12,47.34,0,41
18087,genuine_gamer,4.94,119.08,1,36
18088,genuine_gamer,6.36,115.46,0,15
18089,genuine_gamer,5.47,114.09,1,39
18090,genuine_gamer,4.95,59.0,1,33
18091,reward_hunter,12.26,15.35,0,98
18092,casual_user,9.13,39.77,0,66
18093,genuine_gamer,5.48,97.87,1,31
18094,genuine_gamer,5.46,38.82,1,18
18095,casual_user,5.35,44.49,0,57
18096,casual_user,7.81,32.33,1,65
18097,genuine_gamer,9.11,68.81,0,16
18098,reward_hunter,24.13,12.74,0,91
18099,genuine_gamer,5.4,102.44,1,38
18100,genuine_gamer,3.93,32.07,1,21
18101,genuine_gamer,9.31,83.41,1,23
18102,casual_user,9.75,29.34,1,51
18103,genuine_gamer,7.72,115.03,1,26
18104,genuine_gamer,2.35,76.8,1,21
18105,genuine_gamer,8.81,94.81,1,29
18106,casual_user,12.67,38.49,1,53
18107,genuine_gamer,2.31,90.45,1,37
18108,genuine_gamer,2.27,51.01,1,13
18109,casual_user,6.66,38.78,0,55
18110,genuine_gamer,2.39,114.24,1,39
18111,casual_user,6.62,31.65,0,48
18112,genuine_gamer,6.43,62.51,1,22
18113,genuine_gamer,9.26,102.64,1,12
18114,casual_user,6.5,13.18,1,41
18115,genuine_gamer,2.95,80.63,1,18
18116,genuine_gamer,9.12,92.74,1,29
18117,casual_user,7.39,35.96,1,45
18118,reward_hunter,13.29,18.03,0,92
18119,casual_user,14.65,35.57,1,58
18120,reward_hunter,24.16,8.61,0,87
18121,reward_hunter,11.71,15.35,1,92
18122,reward_hunter,10.2,16.57,0,86
18123,reward_hunter,17.44,9.46,0,82
18124,casual_user,5.88,44.15,1,66
18125,genuine_gamer,3.8,94.13,0,24
18126,genuine_gamer,8.56,109.31,1,33
18127,casual_user,6.76,20.84,0,68
18128,reward_hunter,16.59,9.91,0,73
18129,casual_user,7.92,33.74,0,59
18130,casual_user,13.49,48.7,1,57
18131,casual_user,10.49,35.31,1,59
18132,casual_user,5.13,59.81,1,53
18133,casual_user,5.91,42.17,0,58
18134,casual_user,5.06,40.88,0,65
18135,genuine_gamer,5.43,43.8,1,36
18136,casual_user,10.35,31.7,0,52
18137,reward_hunter,10.96,4.1,0,93
18138,reward_hunter,19.37,16.17,0,70
18139,genuine_gamer,2.36,95.37,1,33
18140,reward_hunter,12.23,8.59,1,88
18141,genuine_gamer,3.97,113.61,0,17
18142,genuine_gamer,6.88,57.44,0,17
18143,casual_user,12.72,32.97,0,60
18144,genuine_gamer,6.13,119.88,1,25
18145,genuine_gamer,3.19,44.82,1,20
18146,genuine_gamer,2.06,64.65,1,17
18147,casual_user,7.87,58.93,0,57
18148,genuine_gamer,9.26,59.45,1,38
18149,casual_user,8.94,58.45,1,42
18150,casual_user,12.13,37.95,1,67
18151,casual_user,14.37,25.98,1,51
18152,reward_hunter,10.74,18.93,0,71
18153,casual_user,7.42,56.23,0,46
18154,genuine_gamer,2.57,49.55,1,21
18155,genuine_gamer,5.2,89.02,0,27
18156,casual_user,6.44,52.94,0,66
18157,casual_user,14.67,18.99,0,52
18158,genuine_gamer,2.99,73.61,1,28
18159,genuine_gamer,7.97,95.85,1,24
18160,reward_hunter,11.44,2.25,0,84
18161,casual_user,6.35,38.27,1,40
18162,casual_user,10.55,10.27,1,46
18163,reward_hunter,14.07,15.52,1,79
18164,reward_hunter,13.89,11.84,0,75
18165,casual_user,11.65,15.24,1,68
18166,casual_user,13.19,50.07,1,42
18167,reward_hunter,12.84,4.99,1,77
18168,casual_user,8.71,15.25,1,62
18169,genuine_gamer,4.31,96.73,1,10
18170,genuine_gamer,9.75,44.12,1,19
18171,casual_user,5.61,57.0,1,40
18172,reward_hunter,20.37,4.93,0,86
18173,genuine_gamer,3.26,44.53,0,12
18174,genuine_gamer,7.35,118.41,1,24
18175,reward_hunter,23.67,6.11,1,99
18176,reward_hunter,15.47,9.61,0,86
18177,genuine_gamer,9.19,70.65,1,31
18178,genuine_gamer,8.22,32.41,0,10
18179,casual_user,14.6,28.62,0,65
18180,genuine_gamer,5.96,35.38,1,38
18181,reward_hunter,26.61,10.53,0,93
18182,genuine_gamer,4.47,40.51,0,38
18183,genuine_gamer,6.69,74.12,1,28
18184,genuine_gamer,8.99,30.11,0,14
18185,genuine_gamer,4.36,110.22,0,31
18186,genuine_gamer,7.81,95.74,1,19
18187,genuine_gamer,3.82,50.57,0,18
18188,reward_hunter,17.0,5.91,0,95
18189,genuine_gamer,2.67,58.78,1,13
18190,reward_hunter,29.41,12.12,0,89
18191,genuine_gamer,9.01,47.15,1,33
18192,casual_user,10.54,43.35,0,41
18193,genuine_gamer,2.09,84.75,1,20
18194,genuine_gamer,7.98,35.6,1,21
18195,casual_user,10.36,30.55,0,61
18196,casual_user,11.74,20.87,0,65
18197,reward_hunter,29.06,5.31,1,93
18198,reward_hunter,25.05,11.25,0,74
18199,casual_user,5.41,29.41,1,40
18200,casual_user,12.36,26.52,0,55
18201,reward_hunter,20.33,14.26,1,96
18202,casual_user,12.11,42.38,1,53
18203,reward_hunter,28.6,11.46,0,73
18204,reward_hunter,15.96,13.63,0,78
18205,genuine_gamer,3.62,42.04,1,17
18206,genuine_gamer,2.79,91.19,1,39
18207,casual_user,8.58,20.44,1,58
18208,casual_user,10.58,41.49,1,49
18209,casual_user,14.21,14.77,1,66
18210,reward_hunter,13.59,4.44,0,98
18211,genuine_gamer,3.72,117.03,1,14
18212,genuine_gamer,6.58,95.77,1,14
18213,genuine_gamer,3.03,77.61,1,16
18214,casual_user,8.67,57.52,1,53
18215,casual_user,8.17,17.71,1,66
18216,genuine_gamer,9.8,69.23,1,36
18217,casual_user,9.19,51.93,0,53
18218,genuine_gamer,2.24,51.27,1,30
18219,genuine_gamer,6.63,70.41,1,38
18220,casual_user,14.31,35.13,1,54
18221,genuine_gamer,2.89,94.11,1,20
18222,casual_user,8.05,46.92,1,61
18223,reward_hunter,24.07,14.06,0,77
18224,reward_hunter,26.85,18.41,0,84
18225,genuine_gamer,7.97,58.32,1,27
18226,casual_user,14.96,21.63,0,66
18227,casual_user,7.51,43.11,1,47
18228,reward_hunter,21.62,3.2,0,94
18229,reward_hunter,14.45,5.26,0,97
18230,genuine_gamer,8.28,39.51,1,18
18231,genuine_gamer,3.96,42.97,1,14
18232,casual_user,14.06,19.18,1,63
18233,casual_user,12.29,39.87,0,64
18234,genuine_gamer,4.96,88.0,1,33
18235,genuine_gamer,9.92,100.71,1,23
18236,casual_user,9.51,25.11,0,46
18237,genuine_gamer,4.9,44.36,0,30
18238,genuine_gamer,6.12,38.87,1,31
18239,genuine_gamer,8.73,109.0,1,13
18240,genuine_gamer,7.4,110.07,1,16
18241,casual_user,5.97,39.08,1,69
18242,genuine_gamer,6.7,42.88,1,11
18243,genuine_gamer,4.39,92.88,1,22
18244,genuine_gamer,5.06,111.5,1,15
18245,genuine_gamer,8.57,92.75,1,22
18246,casual_user,14.59,29.89,1,55
18247,genuine_gamer,5.71,98.9,1,16
18248,casual_user,7.36,42.82,1,62
18249,genuine_gamer,2.43,85.61,1,35
18250,genuine_gamer,5.83,74.42,1,37
18251,genuine_gamer,4.47,91.71,1,36
18252,genuine_gamer,9.23,106.52,1,38
18253,casual_user,5.98,37.51,1,63
18254,casual_user,6.76,37.11,1,59
18255,reward_hunter,27.57,13.61,0,89
18256,genuine_gamer,5.57,38.95,1,39
18257,genuine_gamer,6.85,32.59,1,26
18258,genuine_gamer,7.15,39.1,0,10
18259,reward_hunter,19.43,17.74,1,83
18260,genuine_gamer,5.23,73.79,1,32
18261,casual_user,10.5,46.61,1,52
18262,genuine_gamer,6.26,39.08,1,38
18263,genuine_gamer,6.75,61.78,0,33
18264,reward_hunter,15.9,10.47,0,83
18265,casual_user,14.66,29.05,1,57
